atm_count,restaurant_count,pub_count,shop_count,bus_stop_count,train_station_count,subway_station_count,park_count,burglary_density_per_km2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.86497058461407
1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,247.1800514956381
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,751.1065392049381
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,421.0941433051846
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.5657340369261
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.48117726274023
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.6796831176507
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.94021665840125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,275.1660962223991
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,405.4253682891485
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,331.8510225234859
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.47120994491374
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.3460693136986
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,164.462681394595
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.01930435752837
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,275.8509998695038
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.2923742577584
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,468.78678842851576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,1.0,10.0,2.0,1.0,0.0,0.0,267.55823845639065
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.2086920501788
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.8066269256855
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,483.45256174094953
0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,343.08864969398616
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.61113482680236
5.0,0.0,0.0,3.0,18.0,2.0,1.0,0.0,184.23142152617498
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.43532694038873
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.8850303792775
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.1702221915343
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,232.47174514039975
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.78487409455516
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.7110517049834
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,201.6008954776265
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.8889892023459
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.15533802629096
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,402.1679319893435
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.8746319354981
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.7171664672047
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.6557134574159
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,241.14845255034808
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,170.49654179000004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.73606636694842
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.87818917534844
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.20407441051339
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.3450754604755
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.3806927595265
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.5750858459624
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.023983546717
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6801908969052
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.2503922118459
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,191.42709458635792
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.1495135475634
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.30959822966472
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.8044688172427
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.30105044535628
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,331.58415498568525
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.72345298369083
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,394.9609827397948
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,58.97742075023322
1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,568.0506480494925
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.17098737081716
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,290.19343499222236
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,390.1415077149258
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.34697513848596
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96.96917928239024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.507650901732
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.1620459135417
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.4016001176231
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.5476865885004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0499388664165
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.89766349883624
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0473354506456
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.14088441309576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0043771610623
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.18002259184175
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6597878512922
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.5760347116995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.74743097384743
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3212.7942553229955
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,409.9431094535716
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.86662169667096
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.7830898727475
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,328.0865101001061
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.1583653964954
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.9684478209292
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.9065846361292
0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,369.02906716804677
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,156.18750703533223
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.2761248047941
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.93495940913988
1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,293.12135347295913
1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,228.4395748667574
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.9211324162238
0.0,7.0,1.0,13.0,3.0,0.0,0.0,0.0,631.2444003020346
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.7838609477067
1.0,3.0,0.0,17.0,2.0,0.0,0.0,0.0,476.9692463064898
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,402.67211138225383
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.30093865009664
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,704.9793113579452
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.6620414929287
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,452.090359882546
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,228.91309286346257
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,371.3654698761141
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.6342530721286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.7677805878887
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,498.32806324047823
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.16846707208173
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0809479915056
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,390.21801763792195
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.7211743162603
1.0,3.0,0.0,11.0,1.0,0.0,0.0,0.0,381.3148098889018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.1321800906262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.8334323066393
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.4112799177054
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.81749338173907
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.59493430510247
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0378093622429
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,640.0339373383886
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.97203664421158
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.564524725665
0.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,452.6744822884306
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.6477022319159
0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,428.99167373558635
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.08114875006473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0343487884357
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.2682070978427
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.04495065108136
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.02085859806937
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.6338971939646
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.4678973511267
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,349.49061951084076
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.5692257048647
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,502.42966230179826
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,276.0095008457716
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,383.75824216551024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.511947273272
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.59416024632725
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.04491843548476
0.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,372.7566021333716
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.6414190051925
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.27121175739904
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.8855438467235
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,173.77271353270575
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.2811258662523
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0003980359236
1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,275.9920820217372
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.41145772484623
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.255970739055
